source,game,period,draw_date,draw,trial,open_no,source_url,source_note,non_official,status_code,parse_ok,error
3D之家/3d178,福彩3D,2024073,2024-03-23,258,984,,https://www.3d178.cn/kaijiang/2024/2024073.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024073,2024-03-23,258,984,275,https://www.8200.cn/kjh/3d/2024073.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024074,2024-03-24,629,604,,https://www.8200.cn/kjh/p3/2024074.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024074,2024-03-24,62952,57602,,https://m.ydniu.com/kaijiang/pl5/sjh/2024074.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024074,2024-03-24,041,658,,https://www.3d178.cn/kaijiang/2024/2024074.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024074,2024-03-24,041,658,487,https://www.8200.cn/kjh/3d/2024074.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024075,2024-03-25,285,703,,https://www.8200.cn/kjh/p3/2024075.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024075,2024-03-25,28508,48442,,https://m.ydniu.com/kaijiang/pl5/sjh/2024075.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024075,2024-03-25,254,566,,https://www.3d178.cn/kaijiang/2024/2024075.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024075,2024-03-25,254,566,380,https://www.8200.cn/kjh/3d/2024075.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024076,2024-03-26,968,493,,https://www.8200.cn/kjh/p3/2024076.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024076,2024-03-26,96875,69794,,https://m.ydniu.com/kaijiang/pl5/sjh/2024076.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024076,2024-03-26,655,780,,https://www.3d178.cn/kaijiang/2024/2024076.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024076,2024-03-26,655,780,850,https://www.8200.cn/kjh/3d/2024076.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024077,2024-03-27,626,624,,https://www.8200.cn/kjh/p3/2024077.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024077,2024-03-27,62685,37586,,https://m.ydniu.com/kaijiang/pl5/sjh/2024077.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024077,2024-03-27,336,458,,https://www.3d178.cn/kaijiang/2024/2024077.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024077,2024-03-27,336,458,859,https://www.8200.cn/kjh/3d/2024077.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024078,2024-03-28,126,954,,https://www.8200.cn/kjh/p3/2024078.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024078,2024-03-28,12680,14115,,https://m.ydniu.com/kaijiang/pl5/sjh/2024078.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024078,2024-03-28,397,224,,https://www.3d178.cn/kaijiang/2024/2024078.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024078,2024-03-28,397,224,830,https://www.8200.cn/kjh/3d/2024078.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024079,2024-03-29,889,893,,https://www.8200.cn/kjh/p3/2024079.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024079,2024-03-29,88908,95002,,https://m.ydniu.com/kaijiang/pl5/sjh/2024079.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024079,2024-03-29,931,033,,https://www.3d178.cn/kaijiang/2024/2024079.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024079,2024-03-29,931,033,129,https://www.8200.cn/kjh/3d/2024079.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024080,2024-03-30,012,927,,https://www.8200.cn/kjh/p3/2024080.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024080,2024-03-30,01264,68710,,https://m.ydniu.com/kaijiang/pl5/sjh/2024080.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024080,2024-03-30,775,769,,https://www.3d178.cn/kaijiang/2024/2024080.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024080,2024-03-30,775,769,670,https://www.8200.cn/kjh/3d/2024080.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024081,2024-03-31,928,930,,https://www.8200.cn/kjh/p3/2024081.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024081,2024-03-31,92851,44638,,https://m.ydniu.com/kaijiang/pl5/sjh/2024081.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024081,2024-03-31,108,529,,https://www.3d178.cn/kaijiang/2024/2024081.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024081,2024-03-31,108,529,459,https://www.8200.cn/kjh/3d/2024081.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024082,2024-04-01,571,719,,https://www.8200.cn/kjh/p3/2024082.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024082,2024-04-01,57154,35185,,https://m.ydniu.com/kaijiang/pl5/sjh/2024082.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024082,2024-04-01,920,434,,https://www.3d178.cn/kaijiang/2024/2024082.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024082,2024-04-01,920,434,769,https://www.8200.cn/kjh/3d/2024082.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024083,2024-04-02,232,371,,https://www.8200.cn/kjh/p3/2024083.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024083,2024-04-02,23219,02094,,https://m.ydniu.com/kaijiang/pl5/sjh/2024083.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024083,2024-04-02,899,103,,https://www.3d178.cn/kaijiang/2024/2024083.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024083,2024-04-02,899,103,438,https://www.8200.cn/kjh/3d/2024083.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024084,2024-04-03,549,513,,https://www.8200.cn/kjh/p3/2024084.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024084,2024-04-03,54947,43101,,https://m.ydniu.com/kaijiang/pl5/sjh/2024084.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024084,2024-04-03,219,514,,https://www.3d178.cn/kaijiang/2024/2024084.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024084,2024-04-03,219,514,620,https://www.8200.cn/kjh/3d/2024084.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024085,2024-04-04,493,620,,https://www.8200.cn/kjh/p3/2024085.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024085,2024-04-04,49361,45426,,https://m.ydniu.com/kaijiang/pl5/sjh/2024085.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024085,2024-04-04,490,537,,https://www.3d178.cn/kaijiang/2024/2024085.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024085,2024-04-04,490,537,593,https://www.8200.cn/kjh/3d/2024085.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024086,2024-04-05,278,917,,https://www.8200.cn/kjh/p3/2024086.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024086,2024-04-05,27835,74704,,https://m.ydniu.com/kaijiang/pl5/sjh/2024086.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024086,2024-04-05,532,830,,https://www.3d178.cn/kaijiang/2024/2024086.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024086,2024-04-05,532,830,780,https://www.8200.cn/kjh/3d/2024086.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024087,2024-04-06,161,256,,https://www.8200.cn/kjh/p3/2024087.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024087,2024-04-06,16107,90098,,https://m.ydniu.com/kaijiang/pl5/sjh/2024087.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024087,2024-04-06,797,983,,https://www.3d178.cn/kaijiang/2024/2024087.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024087,2024-04-06,797,983,652,https://www.8200.cn/kjh/3d/2024087.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024088,2024-04-07,819,350,,https://www.8200.cn/kjh/p3/2024088.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024088,2024-04-07,81952,31336,,https://m.ydniu.com/kaijiang/pl5/sjh/2024088.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024088,2024-04-07,761,396,,https://www.3d178.cn/kaijiang/2024/2024088.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024088,2024-04-07,761,396,408,https://www.8200.cn/kjh/3d/2024088.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024089,2024-04-08,117,268,,https://www.8200.cn/kjh/p3/2024089.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024089,2024-04-08,11704,57195,,https://m.ydniu.com/kaijiang/pl5/sjh/2024089.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024089,2024-04-08,457,654,,https://www.3d178.cn/kaijiang/2024/2024089.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024089,2024-04-08,457,654,472,https://www.8200.cn/kjh/3d/2024089.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024090,2024-04-09,206,875,,https://www.8200.cn/kjh/p3/2024090.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024090,2024-04-09,20626,93360,,https://m.ydniu.com/kaijiang/pl5/sjh/2024090.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024090,2024-04-09,890,017,,https://www.3d178.cn/kaijiang/2024/2024090.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024090,2024-04-09,890,017,087,https://www.8200.cn/kjh/3d/2024090.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024091,2024-04-10,196,950,,https://www.8200.cn/kjh/p3/2024091.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024091,2024-04-10,19651,18305,,https://m.ydniu.com/kaijiang/pl5/sjh/2024091.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024091,2024-04-10,564,266,,https://www.3d178.cn/kaijiang/2024/2024091.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024091,2024-04-10,564,266,728,https://www.8200.cn/kjh/3d/2024091.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024092,2024-04-11,150,148,,https://www.8200.cn/kjh/p3/2024092.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024092,2024-04-11,15044,76133,,https://m.ydniu.com/kaijiang/pl5/sjh/2024092.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024092,2024-04-11,071,843,,https://www.3d178.cn/kaijiang/2024/2024092.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2024092,2024-04-11,071,843,924,https://www.8200.cn/kjh/3d/2024092.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2024093,2024-04-12,935,934,,https://www.8200.cn/kjh/p3/2024093.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2024093,2024-04-12,93538,65589,,https://m.ydniu.com/kaijiang/pl5/sjh/2024093.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2024093,2024-04-12,647,738,,https://www.3d178.cn/kaijiang/2024/2024093.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
